,tos,sos,spco2,mlotst,o2os,no3os,po4os,sios,dfeos,co3,Cyanobacteria,Proteobacteria,Ascomycota,Bacteroidetes,Firmicutes,Richness,Shannon,bi-cycle,3h4h,Assimilatory_nitrate_reduction,Assimilatory_sulfate_reduction,ATP_synthesis,Calvin_cycle,Cysteine_biosynthesis,Denitrification,Dissimilatory_nitrate_reduction,Dissimilatory_sulfate_reduction,Nitrification,Nitrogen_fixation,Pta-Ack,antenna_proteins,Photosynthetic_electron_transport,Photosystem_I,Photosystem_II,acetyl-CoA_pathway,Sulfur_oxidation
SRR12479844,30.62914175,35.406226,43.99937,10.13746013,0.195904175,0.00054396,2.28E-06,0.001521622,5.05E-07,0.248928463,0.49088175,0.154754294,0.077652274,0.021056667,0.026046831,3061,3.637198216,0.00942993,0.00413133,0.052866406,0.268995999,0.013031594,0.110856173,0.135783837,0.041366406,0.016597913,0.029473662,0.003028126,0.032479811,0.129833568,0.009971774,0.017130383,0.002742759,0.010734599,0.074843548,0.036702183
SRR12479845,30.62914175,35.406226,43.99937,10.13746013,0.195904175,0.00054396,2.28E-06,0.001521622,5.05E-07,0.248928463,0.645532816,0.078537317,0.068615194,0.014086012,0.013878083,3049,2.773082057,0.007583804,0.003020959,0.046303391,0.217664087,0.016285599,0.193921354,0.116375677,0.031703109,0.011996879,0.023238578,0.002328228,0.023820721,0.146223054,0.008041342,0.018522995,0.004935601,0.009587071,0.05810784,0.060339711
SRR12479846,28.478644,33.87572775,40.4705865,10.8742505,0.204883103,0.002977405,4.00E-06,0.001533522,6.28E-07,0.230014125,0.659893009,0.132230704,0.040208468,0.021881485,0.019428448,2954,2.544145646,0.007446079,0.0041956,0.05549359,0.265038073,0.017514836,0.111106289,0.134415105,0.038854281,0.016291328,0.033010336,0.0029393,0.033397232,0.131666197,0.00954312,0.02032529,0.005643329,0.014853942,0.065380775,0.032885299
SRR12479847,28.9599705,34.04151125,41.3274845,9.451513125,0.203728868,0.002320784,3.69E-06,0.001621482,6.32E-07,0.231666553,0.686865319,0.123071526,0.035556007,0.01450179,0.015643925,2936,2.381850643,0.011645289,0.004189075,0.120053294,0.283743117,0.012595062,0.048658721,0.134947134,0.043511422,0.016736116,0.031347277,0.003141695,0.033576533,0.110933959,0.009336586,0.016894183,0.003525252,0.007787611,0.090388025,0.01698965
SRR12479848,28.9599705,34.04151125,41.3274845,9.451513125,0.203728868,0.002320784,3.69E-06,0.001621482,6.32E-07,0.231666553,0.646577324,0.150361514,0.037428247,0.020130483,0.019634552,2950,2.592484275,0.008145355,0.004444095,0.067314641,0.288335051,0.013994155,0.080620331,0.140352052,0.042768853,0.018289221,0.035547188,0.003274034,0.037513679,0.11833504,0.010272535,0.018306236,0.004324012,0.012691602,0.071180014,0.024291905
SRR12479849,28.9599705,34.04151125,41.3274845,9.451513125,0.203728868,0.002320784,3.69E-06,0.001621482,6.32E-07,0.231666553,0.605244317,0.188365411,0.038241141,0.021500617,0.022317719,2976,2.863674769,0.010640874,0.004628313,0.081960234,0.29229461,0.013188927,0.05587389,0.141055911,0.045318595,0.017862687,0.033393683,0.003213006,0.036431882,0.117295005,0.010119044,0.017712032,0.003577291,0.010195758,0.08530448,0.019933778
SRR12479850,28.9599705,34.04151125,41.3274845,9.451513125,0.203728868,0.002320784,3.69E-06,0.001621482,6.32E-07,0.231666553,0.619264937,0.139973407,0.049068599,0.020406385,0.01950425,2899,2.734748178,0.006502352,0.004147169,0.050028516,0.257558323,0.019866368,0.126883863,0.134698982,0.037473143,0.016455658,0.032476729,0.002876983,0.033492569,0.128397832,0.009015126,0.020334977,0.0057844,0.017013489,0.056715312,0.040278208
SRR12479851,28.9599705,34.04151125,41.3274845,9.451513125,0.203728868,0.002320784,3.69E-06,0.001621482,6.32E-07,0.231666553,0.566443334,0.206050472,0.044188917,0.026947033,0.025498252,2960,3.035295891,0.007908549,0.004500448,0.054320635,0.282150879,0.015173062,0.090916932,0.141033729,0.041659396,0.01783585,0.034154462,0.003196415,0.036324986,0.123886637,0.010278571,0.018789377,0.004440424,0.012083152,0.070599811,0.030746684
SRR12479852,29.28067575,34.06264175,41.80365575,8.012400425,0.203331245,0.002030895,3.64E-06,0.001658817,6.30E-07,0.232038042,0.472489041,0.226660222,0.060232062,0.035445914,0.025982816,2974,3.659015427,0.009885496,0.004051698,0.060106637,0.262122937,0.01493077,0.118159602,0.127935032,0.040847961,0.015691948,0.029612033,0.003073315,0.030775468,0.133494832,0.01034173,0.017674151,0.003139946,0.009867719,0.07664777,0.031640957
SRR12479853,22.18340025,36.58468325,38.37081725,29.265073,0.22465876,8.19E-06,1.22E-05,0.001077656,2.19E-07,0.236091548,0.594834725,0.091457168,0.081664158,0.017070088,0.016714556,3026,2.925000906,0.006100265,0.002970476,0.047904229,0.22402249,0.014342735,0.192329281,0.118038524,0.030675819,0.012574969,0.024994799,0.002258151,0.024778082,0.126427396,0.007769127,0.018630963,0.003526422,0.007093126,0.0508907,0.084672444
SRR12479854,29.28067575,34.06264175,41.80365575,8.012400425,0.203331245,0.002030895,3.64E-06,0.001658817,6.30E-07,0.232038042,0.439102195,0.280762144,0.040854431,0.020475196,0.028892289,2911,3.443309892,0.013332217,0.00393745,0.130005434,0.278481549,0.011895495,0.047247439,0.1321252,0.04450446,0.016338224,0.028452384,0.003063208,0.031250506,0.112659406,0.009742104,0.014293201,0.00225264,0.006106977,0.098180503,0.0161316
SRR12479855,29.28067575,34.06264175,41.80365575,8.012400425,0.203331245,0.002030895,3.64E-06,0.001658817,6.30E-07,0.232038042,0.627604242,0.144189948,0.043532974,0.022081261,0.019137139,2945,2.729239686,0.007446905,0.004082696,0.052934076,0.258639824,0.016754771,0.130006698,0.130734854,0.037580566,0.016039841,0.032399286,0.002856094,0.032447874,0.132598456,0.009506618,0.020011861,0.005334299,0.01545007,0.063793343,0.031381867
SRR12479856,29.28067575,34.06264175,41.80365575,8.012400425,0.203331245,0.002030895,3.64E-06,0.001658817,6.30E-07,0.232038042,0.557634541,0.254579927,0.045866958,0.020263048,0.019283904,2940,3.026669022,0.012346489,0.004174607,0.119003721,0.282852318,0.011692908,0.049199529,0.1336586,0.044086802,0.016909977,0.03052787,0.003068505,0.033073848,0.114112004,0.009259983,0.015933217,0.003029536,0.007257957,0.094040937,0.015771192
SRR12479857,29.47099275,34.052165,42.095085,6.997552775,0.202881548,0.001839631,3.67E-06,0.00169394,6.37E-07,0.231972518,0.577254251,0.201273983,0.046076858,0.022710557,0.022843897,2956,2.924446949,0.008410964,0.004346582,0.060913594,0.273478737,0.014665013,0.102304257,0.135451302,0.040796648,0.016865396,0.032371839,0.00319009,0.033925946,0.126983847,0.009802185,0.018165553,0.004504372,0.010418398,0.069761742,0.033643534
SRR12479859,29.623236,34.1985455,42.46823175,7.52031025,0.202177555,0.00158111,3.48E-06,0.001706626,6.32E-07,0.23326996,0.569879483,0.210752005,0.043957671,0.025688257,0.024947276,2966,2.971985836,0.008768482,0.004179805,0.060738003,0.275115223,0.015053871,0.097368369,0.137986283,0.041264443,0.016839793,0.032778019,0.00304935,0.03327227,0.127898826,0.009783168,0.018459482,0.004186045,0.008985043,0.07294367,0.031329855
SRR12479860,29.623236,34.1985455,42.46823175,7.52031025,0.202177555,0.00158111,3.48E-06,0.001706626,6.32E-07,0.23326996,0.585846209,0.195290409,0.046541938,0.022135625,0.022196979,2974,2.951946478,0.008634601,0.004087482,0.063018896,0.267739442,0.015406267,0.109628683,0.131944254,0.039942094,0.016316059,0.031074781,0.003156036,0.032901409,0.127767696,0.010188945,0.01861621,0.004373055,0.009491391,0.071153677,0.034559024
SRR12479861,29.72107325,34.249219,42.56527275,7.063810575,0.20150321,0.001441891,3.31E-06,0.001717516,6.30E-07,0.233998068,0.537326205,0.22695566,0.052138346,0.022133603,0.023883943,2927,3.226448282,0.010688236,0.004144218,0.07669966,0.28276915,0.012502845,0.076158204,0.135162324,0.043518368,0.016933152,0.031148677,0.003187034,0.033814029,0.125287416,0.010083331,0.017024721,0.002935735,0.007602614,0.083721197,0.026619092
SRR12479862,29.72107325,34.249219,42.56527275,7.063810575,0.20150321,0.001441891,3.31E-06,0.001717516,6.30E-07,0.233998068,0.534233494,0.220709914,0.053237617,0.023856245,0.022076804,2975,3.22340634,0.009541996,0.003888865,0.059481806,0.256648959,0.015607117,0.123621875,0.125637917,0.039034252,0.015349803,0.028890868,0.002763519,0.029641227,0.138881115,0.009330815,0.018061526,0.003772837,0.008712938,0.074828533,0.036304031
SRR12479863,29.72107325,34.249219,42.56527275,7.063810575,0.20150321,0.001441891,3.31E-06,0.001717516,6.30E-07,0.233998068,0.543374073,0.248196806,0.042962975,0.024486157,0.023796066,2984,3.052656474,0.010064101,0.004521527,0.067436408,0.283636714,0.013277046,0.081307919,0.138759091,0.043036177,0.017150563,0.032430554,0.00312943,0.034231982,0.128213166,0.010281319,0.017031036,0.003486086,0.007991715,0.079874466,0.024140701
SRR12479864,22.36298775,36.40686475,38.3529065,26.02010225,0.223586713,5.79E-06,1.11E-05,0.001075984,2.42E-07,0.234859767,0.576404876,0.145441068,0.064816456,0.026070827,0.025433032,3040,3.021370105,0.007513903,0.004043432,0.055394008,0.279741306,0.013369761,0.092660764,0.138628931,0.039681322,0.017242932,0.033695242,0.002910668,0.034182494,0.121889519,0.009333902,0.019231292,0.003387896,0.0072501,0.066494411,0.053348117
SRR12479865,29.72107325,34.249219,42.56527275,7.063810575,0.20150321,0.001441891,3.31E-06,0.001717516,6.30E-07,0.233998068,0.451608964,0.269218358,0.060805868,0.025872321,0.024107559,2991,3.578726108,0.009741056,0.004009133,0.062296261,0.258779339,0.014616755,0.117898756,0.127376834,0.040333803,0.015582626,0.027996883,0.002895687,0.029996578,0.136708861,0.009691336,0.016992478,0.003140202,0.009103663,0.076292472,0.036547277
SRR12479866,29.76817375,34.279073,42.55797925,7.71390625,0.200837293,0.001292986,3.14E-06,0.001709329,5.91E-07,0.234476255,0.582430593,0.218697567,0.039476803,0.018537108,0.017678485,3038,2.831124985,0.009807531,0.004125608,0.066106243,0.275836935,0.013752494,0.094371125,0.13509304,0.041848271,0.016488384,0.030652285,0.003082704,0.032701998,0.124189035,0.009845726,0.017575084,0.004172287,0.009030381,0.078767642,0.032553226
SRR12479867,29.78003575,34.42067625,42.47406825,8.49980575,0.200689053,0.001162583,3.01E-06,0.001644029,5.21E-07,0.236422988,0.51609655,0.27313285,0.044560913,0.020468252,0.017941212,2935,3.003211835,0.007606743,0.00391971,0.053520815,0.258247846,0.018897585,0.133829171,0.131465094,0.037209721,0.015536293,0.030829432,0.002801299,0.031413387,0.125732469,0.008863465,0.019004582,0.004397921,0.010873359,0.06281347,0.043037639
SRR12479868,29.78003575,34.42067625,42.47406825,8.49980575,0.200689053,0.001162583,3.01E-06,0.001644029,5.21E-07,0.236422988,0.589525212,0.188817964,0.048233838,0.016934006,0.018563104,2942,2.981466235,0.008939887,0.00407264,0.055413192,0.261560108,0.015710136,0.120849186,0.134214452,0.039162216,0.015671564,0.030079414,0.002960561,0.031510671,0.131804698,0.00944591,0.018448514,0.004159896,0.010469271,0.070698528,0.034829155
SRR12479869,29.78003575,34.42067625,42.47406825,8.49980575,0.200689053,0.001162583,3.01E-06,0.001644029,5.21E-07,0.236422988,0.438193488,0.371283076,0.036942895,0.018250529,0.018101563,2964,3.094201595,0.010541583,0.004239059,0.069571376,0.27923415,0.012911038,0.084575159,0.136461823,0.04224618,0.016876176,0.030306714,0.003102237,0.032923645,0.124240158,0.009918371,0.016598283,0.00328246,0.00813566,0.083330349,0.031505578
SRR12479870,25.2350215,35.27591375,39.69308425,23.00092825,0.212440735,1.75E-06,1.50E-05,0.00146981,2.47E-07,0.230496188,0.558204843,0.154331654,0.066279243,0.025665057,0.024297545,2952,3.242603069,0.011207421,0.004154796,0.059934168,0.282158434,0.013072443,0.080021489,0.133882813,0.043550718,0.016762068,0.031858171,0.003004298,0.032392533,0.129345282,0.009386231,0.017411847,0.003203458,0.007258437,0.08846505,0.032930342
SRR12479871,24.55022175,35.363224,39.544454,23.184544,0.214814635,1.74E-06,1.59E-05,0.001450951,2.32E-07,0.228190418,0.554230829,0.16530635,0.059042043,0.028269297,0.028495591,2960,3.175661733,0.009220835,0.004126071,0.052098526,0.280910533,0.013802317,0.097452288,0.135393801,0.040855104,0.01669873,0.033977973,0.003157826,0.034297962,0.1291738,0.009557675,0.018810278,0.003850086,0.008097799,0.076400068,0.032118329
SRR12479872,24.55022175,35.363224,39.544454,23.184544,0.214814635,1.74E-06,1.59E-05,0.001450951,2.32E-07,0.228190418,0.561551706,0.17590815,0.051103613,0.029376619,0.028028773,2992,3.203367485,0.011573024,0.004390298,0.05688922,0.301037785,0.012295177,0.057438801,0.141329295,0.046067161,0.017899113,0.033957816,0.003207062,0.035992834,0.124183774,0.009513684,0.017437326,0.003050657,0.00679707,0.093538775,0.023401127
SRR12479873,24.55022175,35.363224,39.544454,23.184544,0.214814635,1.74E-06,1.59E-05,0.001450951,2.32E-07,0.228190418,0.553204973,0.163160432,0.062084498,0.027633401,0.025733444,3060,3.266961377,0.011735378,0.004204853,0.060517592,0.294525847,0.012290913,0.066349077,0.140118643,0.044132548,0.017269248,0.031878082,0.003166317,0.03400359,0.124127659,0.009401293,0.017163434,0.002438323,0.00558027,0.090718999,0.030377934
SRR12479874,24.55022175,35.363224,39.544454,23.184544,0.214814635,1.74E-06,1.59E-05,0.001450951,2.32E-07,0.228190418,0.599148149,0.150388654,0.052881808,0.027329995,0.025705955,3028,2.867121715,0.007461147,0.004476765,0.051895403,0.283481555,0.013831716,0.093229328,0.137793828,0.040166953,0.01740056,0.035876114,0.002966838,0.035670844,0.126403719,0.00940846,0.019532974,0.004308736,0.008920602,0.066700936,0.040473522
SRR12479875,29.49314925,36.89634325,43.35368425,23.569913,0.195951928,0.001139665,2.72E-06,0.001356636,9.28E-07,0.265323303,0.511608186,0.12417785,0.074057824,0.019145175,0.022334631,2451,3.317660043,0.00812659,0.003904337,0.05599584,0.2445848,0.019103511,0.147577777,0.125001407,0.035546279,0.014368567,0.029741902,0.002349257,0.028402181,0.141489528,0.008703508,0.017742638,0.003554611,0.019458559,0.057524777,0.036823931
SRR12479877,29.49314925,36.89634325,43.35368425,23.569913,0.195951928,0.001139665,2.72E-06,0.001356636,9.28E-07,0.265323303,0.497815264,0.111401519,0.094219702,0.016158917,0.019828254,2890,3.606559493,0.007179958,0.003170583,0.052236207,0.220524744,0.020444584,0.187579065,0.10980912,0.032552096,0.012629541,0.023963036,0.002257364,0.024698282,0.152795537,0.008310122,0.018610236,0.003456504,0.009856026,0.055887416,0.054039581
SRR12479878,29.553184,36.76405275,43.27629525,24.423676,0.196160735,0.001009299,2.63E-06,0.001362299,8.24E-07,0.264070933,0.604979256,0.143105671,0.05414961,0.022817205,0.020163285,2990,2.824016554,0.007430616,0.004233274,0.052323022,0.282178892,0.015276763,0.104935158,0.138333043,0.039930379,0.017376922,0.034312403,0.003021303,0.035394937,0.130136182,0.009794822,0.019395589,0.004033765,0.011703282,0.063049935,0.027139713
SRR12479879,23.742739,35.430929,39.59467175,25.3766595,0.21792565,1.48E-06,1.55E-05,0.001425625,2.47E-07,0.224285725,0.570416124,0.139750686,0.061347819,0.024251347,0.021556687,2972,3.075264849,0.005401132,0.003130406,0.039664569,0.211476014,0.012999035,0.268421131,0.109749959,0.028756865,0.011812274,0.026158748,0.002138788,0.024972569,0.124868854,0.007130828,0.01681898,0.004247353,0.010579584,0.047068723,0.044604187
SRR12479880,29.553184,36.76405275,43.27629525,24.423676,0.196160735,0.001009299,2.63E-06,0.001362299,8.24E-07,0.264070933,0.770726822,0.066442011,0.03695014,0.011059263,0.010852731,2918,1.823010914,0.004468952,0.003536562,0.046758051,0.25595482,0.019279306,0.156818481,0.135475643,0.031490215,0.014144212,0.033023967,0.002366425,0.030075987,0.11912188,0.008424314,0.025874599,0.007492355,0.015131233,0.043609017,0.046953981
SRR12479881,29.59421575,36.75189225,43.5130525,24.15519725,0.196195458,0.000932565,2.63E-06,0.001369127,8.02E-07,0.263346005,0.505979399,0.150183107,0.077644128,0.020301337,0.024284545,2932,3.345038438,0.006727431,0.003665177,0.051206125,0.241331094,0.016172305,0.163122035,0.124001141,0.032775736,0.013340215,0.029037183,0.002300139,0.027614547,0.139407342,0.007753222,0.019687573,0.003802224,0.012917132,0.053884334,0.051255046
SRR12479882,29.5570025,36.84640875,43.6058735,24.461607,0.196067845,0.000992526,2.63E-06,0.001359838,8.49E-07,0.26414015,0.495713621,0.140500979,0.085711452,0.017815628,0.01946712,2940,3.409952716,0.005310365,0.002670228,0.048216163,0.205644395,0.019473931,0.226595764,0.108963932,0.027241568,0.011127028,0.024357995,0.002027929,0.021385721,0.143629312,0.006882981,0.019188754,0.003614089,0.014360942,0.043857565,0.065451337
SRR12479883,23.742739,35.430929,39.59467175,25.3766595,0.21792565,1.48E-06,1.55E-05,0.001425625,2.47E-07,0.224285725,0.56004783,0.180461266,0.05110281,0.027995727,0.024546889,2986,3.25184996,0.011040018,0.004395691,0.056120171,0.301563078,0.012445519,0.061980876,0.142677551,0.045244031,0.017593672,0.033886535,0.003176614,0.035969955,0.124032057,0.009808558,0.017386664,0.002832635,0.007633554,0.090618147,0.021594674
SRR12479884,29.34659025,36.711516,44.0690245,10.11328,0.19829368,0.000740112,2.52E-06,0.001399236,7.84E-07,0.259275415,0.525024707,0.108009838,0.078534293,0.016916399,0.019242255,2862,3.267218688,0.007593963,0.003103278,0.048860077,0.219579343,0.019388694,0.204558825,0.115964068,0.031418108,0.012429219,0.025651414,0.002102403,0.024247987,0.131495031,0.00734497,0.017773532,0.003346406,0.017968377,0.054729296,0.052445008
SRR12479885,29.49517575,36.52611175,44.00681,8.96386015,0.198088005,0.000636518,2.46E-06,0.001430272,7.29E-07,0.25777645,0.600236533,0.14694243,0.050223386,0.026373685,0.024528681,2902,2.821852752,0.003892594,0.004391496,0.050474957,0.269738517,0.017756606,0.118659466,0.140819787,0.033714144,0.015688587,0.042646953,0.002559165,0.032692413,0.11495708,0.008150048,0.02536907,0.0088133,0.027938303,0.044318333,0.037419181
SRR12479886,29.6406445,36.3264615,43.919293,8.50507825,0.19790964,0.000561453,2.41E-06,0.001457989,6.85E-07,0.256139443,0.575077802,0.177370592,0.051675454,0.022357455,0.023534185,3002,3.101518326,0.010902525,0.004459191,0.064305151,0.292530227,0.013198975,0.062687015,0.140910728,0.045337178,0.018077677,0.032371075,0.003335158,0.035447217,0.122713028,0.010515407,0.017587482,0.002795276,0.007353174,0.086288916,0.029184599
SRR12479888,29.80159675,36.0135495,43.70422,8.14040465,0.197607478,0.000473962,2.30E-06,0.001498733,6.28E-07,0.253448105,0.71542759,0.07279482,0.052142229,0.011252758,0.012042189,3016,2.283368289,0.007382273,0.003704606,0.051106266,0.261559828,0.01510144,0.119752237,0.12705095,0.03712493,0.015420383,0.028647818,0.002907238,0.030844282,0.1350066,0.008986365,0.019962694,0.004431982,0.010382279,0.061057272,0.059570557
SRR12479889,30.07530525,35.63767625,43.567949,9.584007875,0.19696496,0.000387505,2.22E-06,0.001536679,5.50E-07,0.250296375,0.617679616,0.143596849,0.047450732,0.023820744,0.02504716,3043,2.588838474,0.003750258,0.005051889,0.054851596,0.306784404,0.01381034,0.057910643,0.147100206,0.040868427,0.020280327,0.039292333,0.003316655,0.043184976,0.114576498,0.009951771,0.020427508,0.003231312,0.010561622,0.046989481,0.058059755
SRR12479890,30.10141,35.68680275,43.726468,8.634837625,0.196956685,0.000377201,2.21E-06,0.001537706,5.60E-07,0.250599555,0.563272958,0.117019964,0.077965065,0.018168478,0.019987331,2936,3.047819729,0.003983833,0.002905247,0.043400504,0.207297032,0.023950696,0.221291877,0.120094808,0.026072412,0.011210158,0.026562271,0.001886316,0.023864311,0.131981993,0.006197622,0.01948532,0.004850932,0.011313566,0.036791296,0.076859804
SRR12479891,30.22835025,35.5586455,43.689244,9.42991635,0.19668684,0.000405357,2.22E-06,0.001536514,5.19E-07,0.249698508,0.628633317,0.107447358,0.062188303,0.015843031,0.018239006,2465,2.681214674,0.005672457,0.003207636,0.047028446,0.235253857,0.019887017,0.183028485,0.123153262,0.031545193,0.013223017,0.029738629,0.002088849,0.027352585,0.130257023,0.007487272,0.019192936,0.005610292,0.009875928,0.046604084,0.059793033
SRR12479892,30.418075,35.4794605,43.8504705,10.2385125,0.196329428,0.000429781,2.24E-06,0.001532491,4.90E-07,0.249179245,0.556641816,0.117028185,0.075471975,0.017411915,0.020773223,2664,3.066958278,0.006479679,0.003693704,0.045037853,0.222168468,0.018240683,0.196523565,0.116716405,0.030144021,0.013073439,0.027033611,0.002100205,0.025588837,0.139360568,0.007861904,0.019087151,0.004549692,0.016929465,0.045451448,0.059959302
SRR12479893,23.9106285,35.4672225,39.5326925,24.534806,0.217261305,1.53E-06,1.46E-05,0.001443034,2.71E-07,0.22595053,0.511007108,0.204295274,0.052753647,0.031169209,0.02791471,2979,3.477910481,0.011646141,0.004550411,0.06364195,0.298613893,0.012332484,0.057261454,0.141320217,0.046018919,0.017900366,0.033346334,0.003229677,0.034787286,0.122736591,0.010305277,0.01651175,0.002524551,0.007785758,0.093811495,0.021675443
SRR12479895,7.811067475,34.205905,37.38202425,49.539114,0.305190063,0.014073111,0.000989704,0.011328942,4.46E-07,0.135169755,0.044949866,0.392056969,0.116590048,0.052985693,0.03441344,2950,4.712090483,0.004968684,0.004007516,0.065435886,0.220206728,0.011778772,0.188641675,0.12681356,0.029603793,0.011402038,0.033088639,0.001933054,0.023060118,0.135895335,0.009335743,0.014206128,0.003461037,0.008168476,0.045291005,0.062701813
SRR12479896,7.807268,34.17735925,37.7667425,44.2070515,0.306775788,0.01442614,0.001012091,0.010720331,4.89E-07,0.13377412,0.058082786,0.414604008,0.114222519,0.061391893,0.036337804,3024,4.731872619,0.006334753,0.003833803,0.054264826,0.257145559,0.01086716,0.145899578,0.12762981,0.035274963,0.014762473,0.028061067,0.002477105,0.029011615,0.140052219,0.009511906,0.014788001,0.001538605,0.00448533,0.057637698,0.056423529
SRR12479897,8.2062322,34.1582425,37.68146375,36.98651875,0.305072838,0.013825612,0.000967472,0.009152032,5.20E-07,0.135680953,0.043239124,0.371135954,0.140259531,0.044093811,0.032228946,3036,4.874920855,0.007079926,0.003090469,0.047380975,0.227184341,0.010582195,0.209204275,0.11383346,0.031769022,0.012182203,0.022920902,0.002211808,0.023228503,0.140610717,0.008462647,0.015078974,0.001474692,0.004146955,0.05775273,0.061805206
SRR12479898,10.007236,34.42123525,37.04268225,37.91397925,0.293788158,0.010787799,0.000756742,0.006072248,5.99E-07,0.148459863,0.035955675,0.384067611,0.136209107,0.046574085,0.035200523,3038,4.890318334,0.008317368,0.003703843,0.053302447,0.25658233,0.011410292,0.143456109,0.123777646,0.036153587,0.014523008,0.026277782,0.002582871,0.027337987,0.141321418,0.00921419,0.016899181,0.001403567,0.004121493,0.065295403,0.05431948
SRR12479899,9.388080625,34.25755125,37.11928075,34.180664,0.298575273,0.011548656,0.000809704,0.006631934,5.79E-07,0.14376769,0.139221125,0.350048244,0.098679075,0.055081591,0.034575388,2986,4.658267628,0.007932018,0.004163076,0.058347534,0.269492143,0.01112286,0.114919538,0.129838105,0.038846558,0.016069199,0.029425767,0.002777657,0.031155999,0.136415835,0.011356122,0.017396492,0.001754819,0.005759321,0.066849441,0.046377515
SRR12479902,3.02074295,33.72124275,37.54938325,48.852993,0.335812195,0.020464634,0.001421476,0.031027161,6.74E-08,0.11053986,0.003268506,0.233074693,0.211613606,0.1021422,0.018185401,2957,5.481306331,0.007030598,0.002998011,0.044606099,0.221491556,0.011835267,0.203834641,0.112221063,0.032150683,0.012329439,0.020396128,0.002264424,0.022938723,0.180408854,0.008535709,0.015560208,0.001394681,0.003576855,0.055739868,0.040687192
SRR12479903,4.28872475,33.85564525,37.22092225,46.64260325,0.325768498,0.019285874,0.001340493,0.023449722,8.29E-08,0.117496108,0.002837127,0.328880797,0.125401543,0.058922199,0.019297071,2949,4.495541523,0.010309506,0.002682588,0.051040509,0.218937877,0.009798431,0.207509161,0.114874866,0.032940604,0.01142987,0.018935176,0.002283781,0.019571845,0.162120403,0.007908043,0.013799334,0.001052545,0.002760849,0.076338649,0.035705963
SRR12479904,5.210788525,33.9047315,37.05075525,44.48847475,0.318338413,0.01785738,0.001243425,0.018538742,8.93E-08,0.122144544,0.002538188,0.240992388,0.159512704,0.043566842,0.013573055,2988,4.744715137,0.009315291,0.002166431,0.040033996,0.194325654,0.009414086,0.239567032,0.10429032,0.028635836,0.009372573,0.015132806,0.001925712,0.015877334,0.189250569,0.006850267,0.012540673,0.00104448,0.002587782,0.067172305,0.050496855
SRR12479905,5.887010175,33.94952175,36.97905175,44.57667625,0.31336282,0.016818459,0.001173354,0.015529954,9.66E-08,0.125556056,0.003436615,0.283731908,0.184823179,0.036625034,0.017211074,3011,4.914633908,0.006024323,0.001951511,0.036080045,0.161919162,0.009489197,0.323262019,0.087803545,0.022489425,0.007884392,0.013725573,0.001572609,0.014261645,0.18874191,0.005482473,0.011313506,0.000970024,0.002520342,0.045804054,0.058704246
SRR12479906,14.858026,35.07995475,36.0442105,31.59322325,0.264439193,0.002451772,0.000178268,0.001910403,5.63E-07,0.183039073,0.292593853,0.218994496,0.087910305,0.040160177,0.038031018,3053,4.379628335,0.0062989,0.004580871,0.053568633,0.278910951,0.012431604,0.086787986,0.137252174,0.03969843,0.017469468,0.036519747,0.00286702,0.035849971,0.145205986,0.011920826,0.018246855,0.002417353,0.008180764,0.062475024,0.039317436
SRR12479908,6.658616925,33.984486,36.9925675,42.44702725,0.307929665,0.015653434,0.001096519,0.012984005,1.05E-07,0.12918466,0.003568134,0.34652888,0.152331621,0.040492981,0.019205592,2959,4.652045161,0.004260437,0.001371335,0.031894022,0.142204515,0.006042336,0.360482265,0.083342793,0.015866948,0.005561621,0.011446815,0.001135806,0.010016443,0.21663487,0.00414163,0.009654721,0.000884482,0.002266257,0.032613372,0.060179334
SRR12479909,7.612716175,34.0175435,37.188192,45.4411845,0.301910977,0.014446784,0.001006787,0.009358698,9.75E-08,0.13318694,0.004125952,0.333751,0.165865641,0.07710428,0.023722283,2952,4.953922588,0.005291707,0.002525261,0.040380671,0.191531618,0.009880714,0.252934027,0.094600332,0.025842325,0.010084524,0.018933474,0.001908143,0.019122219,0.191101128,0.006719793,0.012803286,0.001096448,0.002860564,0.045945675,0.066438091
SRR12479910,7.612716175,34.0175435,37.188192,45.4411845,0.301910977,0.014446784,0.001006787,0.009358698,9.75E-08,0.13318694,0.005787925,0.305548281,0.172277397,0.067015967,0.022965339,2943,5.085778852,0.007260746,0.002757492,0.049389001,0.209499906,0.010715732,0.188517247,0.099797407,0.030832647,0.011702731,0.020094963,0.00227697,0.021560251,0.205742482,0.007582219,0.014023981,0.00123796,0.003257828,0.061045604,0.052704836
SRR12479911,8.155339975,34.02878975,37.307168,45.43974375,0.29862497,0.013675589,0.000960289,0.00847801,9.29E-08,0.13545172,0.004754111,0.434310784,0.121373484,0.108095334,0.032355759,2768,4.6506392,0.004560939,0.003347049,0.062144118,0.232158288,0.011325794,0.170321951,0.129377651,0.02907674,0.012720456,0.033542584,0.001973488,0.024867195,0.154572568,0.007952088,0.016214,0.002504122,0.005271641,0.040838319,0.057231009
SRR12479912,8.769048175,34.05422125,37.42811625,45.17994825,0.294450343,0.012795558,0.000903593,0.007734178,9.26E-08,0.138187575,0.003457212,0.286486554,0.178897826,0.076850199,0.024406766,3010,5.061864617,0.004911272,0.002197487,0.036904644,0.181157159,0.010137394,0.266946747,0.089519622,0.024541413,0.009565077,0.016494649,0.00175664,0.017514689,0.204468759,0.006220811,0.012679413,0.001025337,0.002661556,0.041559229,0.069738103
